CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Churn
CUST00472,41,70,33.77,2116.94,One year,Fiber optic,No,No,No internet,Yes,No internet,No,Yes,Electronic check,0
CUST00473,46,18,39.7,2435.99,Two year,Fiber optic,Yes,No,Yes,No internet,No internet,Yes,Yes,Bank transfer,0
CUST00474,66,42,32.19,4791.04,One year,DSL,No,Yes,No,Yes,No internet,No,Yes,Credit card,0
CUST00475,63,41,95.03,359.2,One year,DSL,Yes,No internet,No internet,Yes,Yes,No internet,No,Electronic check,0
CUST00476,70,38,134.03,5124.74,One year,No,No,Yes,No,Yes,Yes,No internet,Yes,Credit card,0
CUST00477,48,34,76.39,2978.4,One year,No,No,No,Yes,No internet,No internet,Yes,Yes,Mailed check,0
CUST00478,52,17,40.91,2432.41,Month-to-month,Fiber optic,No internet,No internet,Yes,Yes,No internet,Yes,Yes,Mailed check,1
CUST00479,77,37,92.55,7048.02,One year,No,No internet,Yes,No internet,No,Yes,Yes,No,Electronic check,1
CUST00480,50,25,125.53,3734.02,One year,DSL,No internet,Yes,Yes,No,No,No,No,Mailed check,0
CUST00481,69,27,116.42,850.92,Two year,No,Yes,No internet,No internet,No,Yes,No internet,No,Credit card,0
CUST00482,78,57,134.59,6631.3,Two year,DSL,Yes,No,No internet,No internet,Yes,Yes,Yes,Electronic check,0
CUST00483,38,31,56.13,476.37,Month-to-month,Fiber optic,No,No internet,No internet,Yes,Yes,Yes,No,Credit card,0
CUST00484,49,6,45.21,5841.32,Two year,Fiber optic,No,Yes,No internet,No internet,Yes,Yes,No,Credit card,0
CUST00485,40,40,134.38,6213.86,One year,DSL,No,Yes,No internet,Yes,Yes,No,Yes,Credit card,1
CUST00486,50,12,105.48,2885.56,Two year,No,No,Yes,No,No,No,Yes,Yes,Mailed check,0
CUST00487,20,53,60.42,6615.82,Month-to-month,Fiber optic,Yes,Yes,No internet,Yes,No internet,Yes,No,Mailed check,1
CUST00488,35,71,116.51,4173.71,Two year,Fiber optic,No,No,No,Yes,No internet,No,No,Credit card,0
CUST00489,42,10,125.97,3760.02,Two year,No,No,No,Yes,Yes,No,No,Yes,Bank transfer,1
CUST00490,59,45,99.95,458.69,Month-to-month,No,No internet,Yes,No internet,No internet,No internet,Yes,No,Credit card,0
CUST00491,48,17,109.42,2391.23,Month-to-month,DSL,No,No,Yes,Yes,No internet,Yes,Yes,Credit card,0
CUST00492,71,26,68.78,7454.98,One year,No,No,No,No internet,Yes,No internet,No,Yes,Electronic check,0
CUST00493,75,62,90.03,3195.41,Two year,No,No,No,No,Yes,No,No internet,No,Credit card,0
CUST00494,20,46,88.14,4418.93,One year,No,Yes,Yes,No,No internet,No,No,No,Mailed check,0
CUST00495,57,64,130.25,4302.97,Two year,DSL,No internet,No internet,No,No internet,No internet,No internet,No,Electronic check,0
CUST00496,63,2,129.2,4764.41,Two year,DSL,No,No internet,Yes,No internet,No internet,Yes,No,Bank transfer,0
CUST00497,41,54,128.25,584.51,One year,Fiber optic,No,No internet,No internet,Yes,No internet,Yes,Yes,Electronic check,0
CUST00498,67,65,21.43,2961.19,Two year,DSL,No internet,Yes,Yes,No,Yes,No internet,No,Bank transfer,1
CUST00499,49,51,117.44,5812.71,Two year,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,0
CUST00500,64,53,118.63,1684.43,Two year,No,Yes,No,Yes,No,Yes,Yes,No,Electronic check,0
CUST00501,39,36,108.19,1708.27,Month-to-month,Fiber optic,No,Yes,No,Yes,No,No internet,Yes,Bank transfer,0
CUST00502,40,26,118.31,179.72,One year,Fiber optic,Yes,Yes,No,No,No internet,No,No,Mailed check,1
CUST00503,19,29,129.46,3556.11,Month-to-month,No,Yes,No internet,No,No,No,No internet,No,Mailed check,0
CUST00504,44,21,81.14,7073.6,One year,Fiber optic,No,No internet,No internet,No,No,No,Yes,Mailed check,0
CUST00505,59,11,85.27,510.02,One year,DSL,No internet,Yes,No internet,Yes,No,No,Yes,Electronic check,0
CUST00506,19,40,36.21,1609.84,Two year,DSL,Yes,No internet,No,No,No internet,No,Yes,Credit card,1
CUST00507,43,11,70.1,2549.67,One year,DSL,No internet,No,Yes,No,Yes,No,Yes,Electronic check,1
CUST00508,34,36,103.64,5880.63,Month-to-month,DSL,No,Yes,Yes,Yes,No internet,No internet,Yes,Credit card,0
CUST00509,57,59,121.45,5161.02,Month-to-month,Fiber optic,Yes,Yes,No internet,No internet,No internet,No internet,No,Credit card,0
CUST00510,50,39,48.24,3385.96,Month-to-month,Fiber optic,No,No,No,No,No,No internet,Yes,Mailed check,0
CUST00511,26,54,37.92,6096.64,One year,No,No internet,No,Yes,No internet,No,No internet,Yes,Credit card,0
CUST00512,60,55,106.2,4916.08,Month-to-month,Fiber optic,No,No,No,No,No,No internet,Yes,Electronic check,0
CUST00513,71,24,20.24,7178.72,One year,Fiber optic,No,No internet,Yes,Yes,Yes,No,Yes,Electronic check,0
CUST00514,65,22,43.19,6562.41,Month-to-month,Fiber optic,Yes,Yes,No internet,No internet,Yes,Yes,Yes,Mailed check,1
CUST00515,56,69,23.78,2097.23,Month-to-month,No,No,No internet,No,No internet,Yes,Yes,Yes,Bank transfer,0
CUST00516,46,56,41.7,2244.36,One year,DSL,No,No,No,No internet,No internet,No internet,Yes,Electronic check,0
CUST00517,59,33,43.57,1090.32,Month-to-month,Fiber optic,No,No internet,Yes,No internet,No,No internet,Yes,Credit card,0
CUST00518,72,36,70.4,2762.02,Two year,No,Yes,No,Yes,No,No internet,Yes,No,Electronic check,0
CUST00519,43,20,72.3,7996.4,One year,No,No internet,No internet,Yes,No,Yes,No,No,Electronic check,1
CUST00520,52,62,133.65,3305.43,One year,No,No internet,No internet,No,No internet,No,No internet,No,Electronic check,0
CUST00521,67,26,86.31,1841.86,One year,DSL,No,No,No internet,No,Yes,No,Yes,Bank transfer,0
CUST00522,42,66,114.04,6123.61,Two year,Fiber optic,Yes,No internet,No internet,No internet,No,Yes,Yes,Credit card,0
CUST00523,41,40,33.54,4385.52,One year,No,No,Yes,Yes,No internet,No,Yes,Yes,Mailed check,0
CUST00524,30,17,49.31,1281.85,Month-to-month,DSL,No internet,No internet,No internet,Yes,No internet,No internet,No,Electronic check,1
CUST00525,77,1,111.38,3107.45,Month-to-month,No,Yes,No internet,Yes,No internet,No internet,No,Yes,Credit card,0
CUST00526,75,61,26.86,3374.31,Month-to-month,No,No internet,Yes,No internet,No,Yes,No internet,Yes,Credit card,1
CUST00527,24,43,83.26,6055.25,One year,No,No internet,No,No,No internet,No internet,Yes,Yes,Mailed check,0
CUST00528,74,42,97.92,263.3,Month-to-month,No,Yes,Yes,Yes,Yes,No internet,No,No,Electronic check,1
CUST00529,53,25,98.28,2225.26,One year,No,Yes,No internet,No internet,No,No internet,No internet,No,Bank transfer,0
CUST00530,62,39,22.98,4189.01,Month-to-month,DSL,No,No,No,Yes,No,No internet,Yes,Credit card,1
CUST00531,37,35,61.87,2223.89,Two year,Fiber optic,No,No internet,No internet,Yes,No internet,No internet,No,Mailed check,0
CUST00532,18,3,102.74,5064.63,Two year,Fiber optic,No internet,No internet,No,No internet,Yes,Yes,Yes,Bank transfer,0
CUST00533,25,44,39.37,3906.75,Two year,Fiber optic,Yes,Yes,No,Yes,No,No internet,Yes,Credit card,0
CUST00534,63,51,110.4,2957.51,Two year,Fiber optic,Yes,Yes,No internet,Yes,No,No,No,Electronic check,0
CUST00535,33,12,116.97,7598.75,One year,DSL,No,No,No internet,No,No internet,No internet,No,Credit card,0
CUST00536,31,19,147.66,5094.06,Month-to-month,DSL,No internet,No,No,Yes,No,Yes,No,Bank transfer,0
CUST00537,29,44,47.28,1126.54,Two year,DSL,No internet,No,No,No internet,Yes,No internet,No,Bank transfer,1
CUST00538,68,59,127.27,4524.72,One year,No,No,No internet,No,No internet,Yes,Yes,Yes,Electronic check,0
CUST00539,40,49,87.64,6267.78,Two year,No,Yes,Yes,Yes,No internet,No,Yes,Yes,Electronic check,1
CUST00540,32,61,68.55,5697.07,Two year,No,No,Yes,No,Yes,No internet,No,No,Mailed check,1
CUST00541,45,17,35.91,1459.5,One year,Fiber optic,No,Yes,Yes,No,No internet,No,No,Electronic check,0
CUST00542,51,57,115.62,7782.12,One year,No,No,No,No,No internet,No,No internet,Yes,Mailed check,0
CUST00543,19,55,50.66,3645.63,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,0
CUST00544,49,47,68.28,1356.3,Month-to-month,No,Yes,Yes,No,No internet,No,Yes,Yes,Bank transfer,0
CUST00545,40,12,28.13,1523.55,Two year,Fiber optic,No,Yes,No,No internet,No internet,No,Yes,Credit card,0
CUST00546,39,62,124.18,876.06,Two year,No,Yes,No,No,No,No internet,No,No,Credit card,1
CUST00547,68,8,119.66,6447.79,Month-to-month,No,No,Yes,No internet,No internet,No,No internet,No,Mailed check,0
CUST00548,42,21,115.37,1064.04,Month-to-month,DSL,No internet,No,No internet,No,Yes,Yes,No,Electronic check,0
CUST00549,75,70,58.93,1088.49,One year,No,Yes,Yes,No,Yes,No,No,Yes,Electronic check,0
CUST00550,79,25,42.55,6818.73,Month-to-month,No,No internet,Yes,Yes,No internet,Yes,No internet,Yes,Credit card,1
CUST00551,78,12,102.88,2822.37,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer,0
CUST00552,39,15,84.5,343.78,Two year,Fiber optic,No,No,No,Yes,No,Yes,No,Mailed check,0
CUST00553,75,59,43.17,509.97,Month-to-month,DSL,No,No,No internet,Yes,No,No,No,Bank transfer,0
CUST00554,75,26,109.17,1223.15,Two year,DSL,Yes,Yes,Yes,No internet,Yes,No internet,Yes,Bank transfer,0
CUST00555,39,26,148.85,1785.81,Month-to-month,Fiber optic,No internet,No internet,No internet,No,Yes,No,No,Electronic check,1
CUST00556,66,47,117.14,5354.65,One year,No,Yes,No,Yes,No internet,Yes,No internet,Yes,Mailed check,1
CUST00557,69,32,116.2,1342.88,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,0
CUST00558,59,10,143.54,1039.11,Month-to-month,No,No,Yes,No internet,No,No internet,No internet,No,Credit card,0
CUST00559,23,16,46.38,6141.28,Month-to-month,No,No internet,No internet,Yes,Yes,No,No internet,No,Credit card,0
CUST00560,32,71,93.52,5401.34,Two year,Fiber optic,No,Yes,No,No,Yes,No internet,Yes,Electronic check,0
CUST00561,71,17,147.35,3539.06,One year,DSL,Yes,No,No,No internet,No,No internet,Yes,Credit card,0
CUST00562,60,23,41.49,4439.55,Month-to-month,Fiber optic,No,No,No,No,Yes,No internet,Yes,Credit card,0
CUST00563,77,26,111.03,2564.67,Two year,No,No internet,Yes,No internet,No internet,No,No,Yes,Bank transfer,0
CUST00564,54,7,96.16,3911.75,One year,Fiber optic,No,Yes,No internet,Yes,No,No internet,Yes,Credit card,1
CUST00565,50,14,96.24,4102.71,Two year,Fiber optic,No internet,No internet,No,No,Yes,No internet,Yes,Credit card,0
CUST00566,25,7,110.7,3159.17,Two year,No,No internet,No internet,No internet,Yes,Yes,Yes,No,Bank transfer,1
CUST00567,70,9,140.85,7261.92,One year,DSL,No,No,Yes,No,No,No internet,Yes,Electronic check,0
CUST00568,77,48,121.74,226.89,Month-to-month,Fiber optic,Yes,No internet,No,No internet,No,Yes,No,Electronic check,0
CUST00569,61,59,27.3,6279.15,Two year,No,No,No internet,No,No,No,No,Yes,Mailed check,1
CUST00570,61,39,130.85,1082.62,Two year,No,Yes,No,No internet,No,No internet,No,No,Credit card,0
CUST00571,22,18,49.32,6400.62,Month-to-month,Fiber optic,Yes,No,No,No internet,Yes,No internet,No,Bank transfer,0
CUST00572,56,59,69.0,4965.7,Month-to-month,DSL,No,No,Yes,No internet,No internet,No,Yes,Mailed check,0
CUST00573,21,17,80.03,6761.9,One year,Fiber optic,Yes,No,No internet,No internet,No internet,No internet,No,Electronic check,0
CUST00574,23,14,82.52,870.36,One year,DSL,Yes,Yes,No internet,No,Yes,No,Yes,Electronic check,1
CUST00575,62,31,76.57,4515.95,One year,DSL,No,No,No,Yes,Yes,No internet,Yes,Bank transfer,1
CUST00576,49,24,141.86,4058.59,Month-to-month,DSL,No,No,No,No,No internet,No internet,Yes,Mailed check,0
CUST00577,69,60,111.78,5678.93,Two year,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,0
CUST00578,47,45,102.05,4320.9,Two year,Fiber optic,Yes,No internet,No internet,Yes,No,Yes,No,Bank transfer,0
CUST00579,64,3,26.48,4371.8,One year,No,No internet,No,No,No internet,No,Yes,Yes,Bank transfer,0
CUST00580,52,37,137.51,3493.81,Month-to-month,No,Yes,Yes,Yes,No,No internet,Yes,No,Mailed check,0
CUST00581,72,43,138.22,2539.79,Two year,No,No internet,Yes,No,Yes,No internet,No internet,No,Electronic check,0
CUST00582,57,40,121.43,3909.89,One year,No,No,No,No,No internet,Yes,No,No,Credit card,0
CUST00583,69,55,20.91,1036.09,Two year,No,No internet,Yes,No internet,No internet,Yes,No internet,Yes,Electronic check,0
CUST00584,33,39,27.45,7695.96,Two year,No,No,No internet,No,No,No internet,Yes,No,Bank transfer,0
CUST00585,30,15,49.28,5743.85,Month-to-month,Fiber optic,No,No,No internet,No internet,No internet,Yes,Yes,Mailed check,0
CUST00586,67,4,37.08,7624.49,Month-to-month,DSL,No internet,Yes,No,No internet,No,No,No,Mailed check,0
CUST00587,77,25,71.85,1891.15,Two year,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit card,1
CUST00588,59,13,139.94,7046.79,One year,Fiber optic,No internet,No,Yes,Yes,Yes,No internet,Yes,Mailed check,1
CUST00589,47,33,81.37,6489.44,Month-to-month,No,No,Yes,No internet,No internet,No,No internet,Yes,Credit card,0
CUST00590,36,16,21.74,5449.5,Two year,No,Yes,No,No internet,Yes,Yes,No internet,Yes,Electronic check,0
CUST00591,34,42,56.76,5037.73,Month-to-month,DSL,Yes,Yes,No,No internet,Yes,No internet,No,Electronic check,1
CUST00592,73,66,25.8,2600.74,Month-to-month,DSL,No,No internet,No,No,Yes,No internet,No,Mailed check,1
CUST00593,36,55,24.72,6549.65,Month-to-month,DSL,No,Yes,Yes,Yes,No,No,Yes,Mailed check,1
CUST00594,45,42,55.84,4061.97,Two year,No,No internet,Yes,No,No internet,No internet,No internet,No,Bank transfer,0
CUST00595,75,34,55.83,660.04,One year,No,Yes,No,Yes,No internet,No internet,Yes,Yes,Bank transfer,1
CUST00596,72,30,122.33,2571.62,One year,No,No internet,Yes,No internet,Yes,No,Yes,Yes,Mailed check,0
CUST00597,43,13,146.73,7488.85,One year,DSL,No,No,No,Yes,No internet,Yes,No,Mailed check,0
CUST00598,54,13,68.26,6820.37,Month-to-month,Fiber optic,No,No internet,No internet,No,Yes,Yes,Yes,Electronic check,1
CUST00599,43,18,75.76,7857.06,Two year,No,No internet,No,No,No internet,No internet,No,Yes,Mailed check,0
CUST00600,70,32,129.82,5061.15,Month-to-month,No,No,No,Yes,No,No,Yes,Yes,Bank transfer,1
CUST00601,79,39,54.86,2055.33,One year,No,Yes,Yes,No internet,No,No internet,No,Yes,Electronic check,0
CUST00602,40,46,40.33,1386.24,One year,Fiber optic,No internet,No internet,No internet,No,Yes,Yes,Yes,Credit card,1
CUST00603,26,29,130.9,1576.62,Two year,No,Yes,No,No,Yes,Yes,No,No,Bank transfer,0
CUST00604,29,62,26.05,256.39,Month-to-month,Fiber optic,Yes,Yes,No internet,No,No,No,No,Bank transfer,1
CUST00605,70,62,100.56,3186.39,One year,No,Yes,Yes,Yes,Yes,No,No,No,Electronic check,0
CUST00606,18,57,93.06,1612.28,Two year,Fiber optic,No internet,No,No internet,Yes,No,Yes,Yes,Credit card,0
CUST00607,75,16,64.97,3352.08,Month-to-month,No,No,Yes,No internet,No,Yes,No,Yes,Bank transfer,0
CUST00608,75,56,60.97,7486.46,Month-to-month,DSL,Yes,No,No,No,No internet,No internet,Yes,Mailed check,0
CUST00609,18,10,120.34,3501.27,One year,DSL,Yes,No,No internet,No internet,No internet,No internet,Yes,Bank transfer,0
CUST00610,64,30,31.24,7036.08,One year,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,0
CUST00611,51,25,50.78,4883.49,Month-to-month,DSL,No,No internet,No,No internet,No internet,No internet,Yes,Electronic check,0
CUST00612,49,5,115.22,2052.34,Month-to-month,No,No,No,No internet,No,No internet,No internet,No,Electronic check,0
CUST00613,79,65,91.28,2911.25,One year,DSL,No internet,Yes,Yes,No,No,No internet,Yes,Bank transfer,0
CUST00614,71,49,36.64,762.96,Month-to-month,Fiber optic,No,No internet,No,No,No,Yes,No,Credit card,1
CUST00615,65,3,134.68,2734.35,One year,DSL,No internet,Yes,No internet,No,Yes,Yes,Yes,Mailed check,0
CUST00616,42,45,71.15,5452.57,Month-to-month,DSL,No internet,No internet,No,No internet,Yes,No internet,No,Electronic check,0
CUST00617,57,14,127.62,669.68,One year,DSL,No internet,No internet,Yes,No internet,Yes,Yes,Yes,Credit card,0
CUST00618,62,30,122.4,1722.67,Two year,No,No internet,No internet,Yes,No,Yes,No,No,Mailed check,0
CUST00619,70,68,101.18,3113.38,One year,DSL,No internet,No internet,No,No,No internet,No internet,No,Electronic check,0
CUST00620,18,18,84.28,7858.19,One year,Fiber optic,Yes,Yes,Yes,No internet,No internet,Yes,Yes,Mailed check,0
CUST00621,33,62,147.34,6300.41,Two year,DSL,No,No,No internet,Yes,Yes,Yes,Yes,Mailed check,1
CUST00622,78,37,38.85,5894.55,Month-to-month,DSL,Yes,Yes,No internet,Yes,Yes,No internet,No,Credit card,0
CUST00623,56,25,114.27,1017.91,Two year,DSL,No internet,No,No,Yes,No,Yes,Yes,Mailed check,0
CUST00624,22,48,44.85,6269.87,One year,Fiber optic,No,Yes,Yes,No internet,No internet,No internet,Yes,Electronic check,0
CUST00625,39,65,63.97,6303.62,Month-to-month,DSL,Yes,No internet,No internet,No internet,No internet,Yes,Yes,Credit card,0
CUST00626,46,53,60.13,4848.71,Two year,Fiber optic,Yes,No internet,No internet,Yes,Yes,No,No,Bank transfer,0
CUST00627,72,15,143.11,7923.86,Month-to-month,Fiber optic,No internet,No,No internet,Yes,No internet,No internet,Yes,Bank transfer,1
CUST00628,20,49,145.76,2669.51,Month-to-month,DSL,Yes,No,No,No,No,No,No,Credit card,0
CUST00629,29,68,43.79,7536.05,Two year,Fiber optic,Yes,Yes,No,No internet,No,No internet,No,Bank transfer,0
CUST00630,43,12,22.86,7326.38,Month-to-month,No,Yes,No,No internet,No internet,No internet,Yes,Yes,Mailed check,0
CUST00631,33,59,113.6,190.7,Two year,DSL,Yes,Yes,No internet,Yes,Yes,No,No,Electronic check,1
CUST00632,68,37,74.34,3655.92,One year,DSL,Yes,No,Yes,Yes,No internet,Yes,Yes,Mailed check,0
CUST00633,54,61,31.55,7819.12,Month-to-month,Fiber optic,No internet,No,Yes,No internet,No,No internet,Yes,Credit card,0
CUST00634,39,43,108.89,914.66,One year,Fiber optic,No internet,No,Yes,No,Yes,No internet,No,Electronic check,0
CUST00635,74,70,90.86,4427.5,One year,DSL,Yes,No internet,No,Yes,No internet,No internet,No,Credit card,0
CUST00636,46,39,147.47,7833.76,Month-to-month,No,No internet,No internet,No internet,No internet,Yes,No internet,No,Credit card,1
CUST00637,31,56,49.56,4488.41,Two year,Fiber optic,No internet,Yes,No,No internet,Yes,No internet,No,Credit card,0
CUST00638,45,63,72.52,1599.54,Month-to-month,Fiber optic,No,No,No internet,No,No,No,No,Mailed check,0
CUST00639,22,46,90.53,4699.25,One year,No,Yes,Yes,Yes,No,Yes,No internet,Yes,Electronic check,1
CUST00640,64,11,122.92,1715.08,One year,No,No internet,No,Yes,Yes,No internet,Yes,No,Electronic check,0
CUST00641,66,62,91.35,4205.66,Two year,DSL,No internet,No internet,Yes,Yes,Yes,No,Yes,Electronic check,0
CUST00642,47,25,99.68,684.93,Month-to-month,No,Yes,No internet,Yes,Yes,Yes,Yes,Yes,Mailed check,0
CUST00643,63,71,49.4,4883.31,One year,DSL,No,No,No internet,No internet,No internet,No internet,No,Bank transfer,0
CUST00644,79,52,130.1,4182.64,One year,No,Yes,No,Yes,Yes,No,Yes,No,Mailed check,0
CUST00645,69,4,75.72,5947.27,One year,Fiber optic,No,No internet,No internet,No internet,No,No,No,Mailed check,1
CUST00646,22,59,38.32,5082.53,Two year,DSL,Yes,No internet,No internet,Yes,No internet,No,No,Credit card,0
CUST00647,29,20,106.34,4441.89,One year,DSL,Yes,Yes,No,No,No internet,No,No,Electronic check,0
CUST00648,33,63,48.09,5549.25,One year,DSL,Yes,No internet,Yes,No,No,Yes,Yes,Electronic check,1
CUST00649,43,54,32.68,1237.14,Month-to-month,No,Yes,No,Yes,No internet,Yes,No,Yes,Bank transfer,0
CUST00650,43,57,132.06,4803.34,Month-to-month,Fiber optic,No,Yes,No,No,No internet,Yes,Yes,Bank transfer,0
CUST00651,65,41,79.82,1459.67,One year,DSL,No,No,No internet,No internet,Yes,No internet,No,Credit card,0
CUST00652,38,3,117.41,7411.63,One year,DSL,No internet,Yes,Yes,No internet,No internet,No internet,No,Electronic check,1
CUST00653,56,6,57.78,639.84,Month-to-month,DSL,Yes,No,No internet,No,No,Yes,Yes,Bank transfer,1
CUST00654,53,5,122.31,3499.96,Two year,DSL,No,No internet,No,No internet,Yes,No,No,Bank transfer,1
CUST00655,50,5,34.55,5596.8,Two year,Fiber optic,No,No,No internet,No,Yes,Yes,No,Electronic check,1
CUST00656,79,54,66.28,3718.38,Two year,No,No,Yes,Yes,Yes,No internet,Yes,No,Mailed check,0
CUST00657,47,47,147.15,827.55,Two year,Fiber optic,Yes,No,No internet,Yes,Yes,Yes,Yes,Bank transfer,0
CUST00658,54,49,123.22,4471.69,Two year,DSL,No internet,Yes,No internet,No,No internet,No internet,No,Electronic check,1
CUST00659,40,9,84.64,5168.89,Two year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer,0
CUST00660,75,20,64.17,5659.96,Two year,DSL,Yes,No internet,Yes,No,Yes,No internet,No,Credit card,0
CUST00661,27,61,133.38,3048.75,Two year,No,No,No internet,No internet,No,No internet,Yes,No,Bank transfer,0
CUST00662,71,35,90.83,4552.91,Month-to-month,No,No,No,No internet,Yes,Yes,No internet,Yes,Electronic check,0
CUST00663,22,50,118.6,3660.42,Two year,No,No internet,No,No,No internet,No internet,Yes,No,Bank transfer,1
CUST00664,53,62,118.03,5409.24,Two year,DSL,No,No,Yes,No internet,No internet,Yes,No,Credit card,0
CUST00665,51,17,22.33,4710.1,Two year,Fiber optic,No,Yes,No internet,Yes,No internet,No,No,Credit card,0
CUST00666,69,3,36.41,4253.47,One year,No,Yes,No,Yes,No internet,No,No,Yes,Bank transfer,1
CUST00667,48,32,105.75,2071.24,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,0
CUST00668,27,13,41.01,115.95,Month-to-month,DSL,No internet,Yes,No internet,No internet,No,Yes,No,Credit card,0
CUST00669,75,68,53.21,1475.25,Month-to-month,Fiber optic,Yes,No internet,No internet,No,No internet,Yes,No,Credit card,0
CUST00670,36,14,143.06,1024.82,Two year,No,Yes,No,No internet,No,No internet,Yes,No,Mailed check,1
CUST00671,75,11,92.82,3647.77,Two year,DSL,No internet,No,Yes,No,No,No,No,Mailed check,1
CUST00672,49,56,117.59,4936.84,One year,Fiber optic,No,No internet,No,Yes,No,No internet,Yes,Credit card,1
CUST00673,18,67,92.54,1783.37,Month-to-month,No,No internet,No internet,Yes,Yes,Yes,Yes,Yes,Bank transfer,0
CUST00674,73,29,91.83,7518.55,Two year,Fiber optic,Yes,Yes,No internet,No internet,No internet,No,No,Electronic check,0
CUST00675,22,9,32.24,152.79,Month-to-month,Fiber optic,No internet,No,No,No internet,No,Yes,No,Bank transfer,1
CUST00676,62,67,64.68,6201.18,One year,DSL,No,No,No internet,No internet,No internet,Yes,Yes,Bank transfer,1
CUST00677,21,25,56.72,5039.12,One year,DSL,No internet,Yes,No internet,Yes,No internet,No internet,No,Mailed check,0
CUST00678,33,42,70.79,3051.08,One year,DSL,Yes,No internet,Yes,No internet,Yes,Yes,No,Mailed check,0
CUST00679,41,9,123.78,498.86,Month-to-month,Fiber optic,Yes,Yes,No internet,No,Yes,Yes,No,Mailed check,1
CUST00680,33,40,68.35,5057.14,Two year,DSL,No internet,No internet,No,No internet,Yes,No internet,No,Credit card,1
CUST00681,72,25,78.72,3146.35,Two year,Fiber optic,No,Yes,No internet,No,No,No internet,No,Credit card,1
CUST00682,19,5,71.66,7496.51,One year,Fiber optic,No internet,No internet,No internet,Yes,No internet,No internet,No,Bank transfer,1
CUST00683,66,11,32.14,4381.72,Two year,DSL,No,Yes,Yes,No,No,No internet,No,Bank transfer,0
CUST00684,45,59,77.34,7523.25,One year,No,No,No internet,No,No,No,No,No,Electronic check,0
CUST00685,49,38,45.43,1841.82,Month-to-month,No,No internet,No internet,Yes,No,Yes,No,Yes,Bank transfer,0
CUST00686,44,5,44.27,5833.23,One year,No,No,No internet,No internet,Yes,No internet,No,Yes,Bank transfer,0
CUST00687,37,48,32.22,4976.27,Month-to-month,Fiber optic,Yes,No internet,Yes,Yes,No internet,Yes,No,Mailed check,1
CUST00688,41,18,66.37,5941.33,One year,Fiber optic,No internet,No internet,Yes,Yes,Yes,No internet,No,Mailed check,0
CUST00689,29,70,118.47,1795.88,Two year,Fiber optic,No,No,Yes,Yes,No internet,No internet,No,Mailed check,0
CUST00690,67,37,55.94,5353.46,Two year,DSL,Yes,No internet,Yes,No internet,Yes,No,No,Mailed check,0
CUST00691,52,60,60.61,4034.52,One year,Fiber optic,No internet,No,No internet,Yes,No,Yes,Yes,Mailed check,0
CUST00692,77,48,103.55,5968.32,Two year,DSL,Yes,No internet,No internet,No,No,Yes,Yes,Electronic check,0
CUST00693,50,28,45.46,2683.65,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,0
CUST00694,50,69,136.6,7131.45,Two year,No,Yes,No,Yes,No internet,No,No,Yes,Electronic check,0
CUST00695,78,40,87.62,765.98,Month-to-month,No,No,Yes,Yes,No internet,No,Yes,No,Mailed check,0
CUST00696,68,45,78.19,6476.8,Two year,No,No internet,No internet,No,No internet,Yes,Yes,No,Credit card,1
CUST00697,60,62,92.52,6904.43,Month-to-month,DSL,No internet,Yes,Yes,No,No,Yes,No,Mailed check,0
CUST00698,54,58,41.58,6556.29,One year,DSL,No,Yes,No,Yes,No internet,No internet,Yes,Mailed check,0
CUST00699,29,67,99.75,4150.54,Two year,DSL,No internet,No internet,No internet,Yes,No,No,No,Electronic check,0
CUST00700,20,56,67.2,3563.24,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No internet,No,Mailed check,0
CUST00701,18,40,136.63,7970.47,Two year,DSL,No internet,No internet,Yes,No,No internet,No internet,Yes,Electronic check,0
CUST00702,50,40,41.95,1910.46,One year,No,No,Yes,No,No,No internet,No,Yes,Mailed check,1
CUST00703,57,33,85.92,4420.32,Month-to-month,No,Yes,No internet,No internet,No internet,No,No internet,Yes,Bank transfer,1
CUST00704,27,6,97.75,5398.34,Month-to-month,DSL,No,No internet,Yes,No internet,No internet,Yes,Yes,Credit card,0
CUST00705,60,19,24.34,5636.85,Two year,DSL,Yes,No internet,No internet,Yes,Yes,Yes,Yes,Credit card,0
CUST00706,61,40,67.28,1711.79,One year,No,Yes,No,No internet,No,No internet,Yes,No,Electronic check,1
CUST00707,46,59,115.24,5266.55,One year,DSL,No internet,Yes,No,No,No,Yes,No,Bank transfer,1
